200,Sales,2016-01-01,INV,Unit A - Rent Unit A,INV-0001,13000,0.0,13000,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit A - Dues Unit A,INV-0001,1000,0.0,1000,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit A - Electricity Unit A,INV-0001,5068,0.0,5068,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit A - Water Unit A,INV-0001,1302,0.0,1302,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit B - Water Unit B,INV-0002,806,0.0,806,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit B - Electricity Unit B,INV-0002,3682,0.0,3682,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit B - Dues Unit B,INV-0002,1000,0.0,1000,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit B - Rent Unit B,INV-0002,14000,0.0,14000,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit C - Dues Unit C,INV-0003,1000,0.0,1000,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit C - Electricity Unit C,INV-0003,2630,0.0,2630,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit C - Water Unit C,INV-0003,806,0.0,806,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit C - Rent Unit C,INV-0003,13000,0.0,13000,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit D - Dues Unit D,INV-0008,1000,0.0,1000,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit D - Electricity Unit D,INV-0008,2185,0.0,2185,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit D - Rent Unit D,INV-0008,14000,0.0,14000,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit D - Water Unit D,INV-0008,806,0.0,806,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit E - Unit E Water,INV-0007,2046,0.0,2046,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit E - Unit E Dues,INV-0007,7334,0.0,7334,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit E - Electricity Unit E,INV-0007,14000,0.0,14000,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unit E - Dues Unit F,INV-0007,1000,0.0,1000,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unt F - Electricity Unit F,INV-0010,131.51,0.0,131.51,0.00%,Tax on Sales
200,Sales,2016-01-01,INV,Unt F - Water Unit F,INV-0010,186,0.0,186,0.00%,Tax on Sales
447,Garbage,2016-01-05,EC,jesus ordonez - Payment feb 2015,,-240,0.0,-240,0.00%,Tax Exempt
505,Income Tax Expense,2016-01-05,EC,jesus ordonez - Payment for Jan 20 2016,,-2040,0.0,-2040,0.00%,Tax Exempt
441,Legal expenses,2016-01-05,EC,jesus ordonez - Payment ,,-500,0.0,-500,0.00%,Tax Exempt
433,Health Insurance,2016-01-05,EC,jesus ordonez - Michael Health Insurance,,-2400,0.0,-2400,0.00%,Tax Exempt
930,Payment to Owners,2016-01-05,EC,jesus ordonez - Uncle Boy borrowed money and will pay chino,,-55000,0.0,-55000,0.00%,Tax Exempt
446,Water,2016-01-08,EC,jesus ordonez - Water payment,,-10218.12,0.0,-10218.12,0.00%,Tax Exempt
930,Payment to Owners,2016-01-08,EC,jesus ordonez - Payment to Chino,,-104170,0.0,-104170,0.00%,Tax Exempt
447,Garbage,2016-01-21,EC,jesus ordonez - Payment for Mar 2016,,-240,0.0,-240,0.00%,Tax Exempt
445,"Meralco, Light, Power, Heating",2016-01-28,EC,jesus ordonez - Payment electricity,,-24926.63,0.0,-24926.63,0.00%,Tax Exempt
473,"Materials, Repairs and Maintenance",2016-01-28,EC,jesus ordonez - Materials to fix table/chairs of penthouse,,-420,0.0,-420,0.00%,Tax Exempt
441,Legal expenses,2016-01-30,EC,jesus ordonez - Payment for business Permit,,-17619.27,0.0,-17619.27,0.00%,Tax on Purchases
477,Wages and Salaries,2016-01-31,EC,"jesus ordonez - Payment for Jan, Feb, Mar 2016",,-3000,0.0,-3000,0.00%,Tax Exempt
477,Wages and Salaries,2016-01-31,EC,jesus ordonez - Salary for Jan 2016,,-20500,0.0,-20500,0.00%,Tax Exempt
200,Sales,2016-02-01,INV,Unit B - Rent Unit B,INV-0012,14000,0.0,14000,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit B - Dues Unit B,INV-0018,1000,0.0,1000,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit B - Water Unit B,INV-0024,826,0.0,826,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit A - Water Unit A,INV-0023,767,0.0,767,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit C - Rent Unit C,INV-0015,13000,0.0,13000,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit C - Dues Unit C,INV-0019,1000,0.0,1000,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit C - Water Unit C,INV-0025,944,0.0,944,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit D - Water Unit D,INV-0026,826,0.0,826,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit A - Rent Unit A,INV-0011,13000,0.0,13000,0.00%,Tax on Purchases
200,Sales,2016-02-01,INV,Unit A - Dues Unit A,INV-0017,1000,0.0,1000,0.00%,Tax Exempt
200,Sales,2016-02-01,INV,Unit E - Rent Unit E,INV-0014,14000,0.0,14000,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit E - Dues Unit E,INV-0021,1000,0.0,1000,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit E - Water Unit E,INV-0027,649,0.0,649,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit A - Electricity Unit A,INV-0029,3014,0.0,3014,0.00%,Tax Exempt
200,Sales,2016-02-01,INV,Unit F - Electricity Unit F,INV-0034,253,0.0,253,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit E - Electricity Unit E,INV-0033,7722,0.0,7722,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit D - Electricity Unit D,INV-0032,2376,0.0,2376,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit C - Electricity Unit C,INV-0031,3190,0.0,3190,0.00%,Tax on Sales
200,Sales,2016-02-01,INV,Unit B - Electricity Unit B,INV-0030,4356,0.0,4356,0.00%,Tax on Sales
