200,Sales,1/1/2016,INV,Unit A - Rent Unit A,INV-0001,13000,0,13000,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit A - Dues Unit A,INV-0001,1000,0,1000,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit A - Electricity Unit A,INV-0001,5068,0,5068,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit A - Water Unit A,INV-0001,1302,0,1302,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit B - Water Unit B,INV-0002,806,0,806,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit B - Electricity Unit B,INV-0002,3682,0,3682,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit B - Dues Unit B,INV-0002,1000,0,1000,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit B - Rent Unit B,INV-0002,14000,0,14000,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit C - Dues Unit C,INV-0003,1000,0,1000,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit C - Electricity Unit C,INV-0003,2630,0,2630,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit C - Water Unit C,INV-0003,806,0,806,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit C - Rent Unit C,INV-0003,13000,0,13000,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit D - Dues Unit D,INV-0008,1000,0,1000,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit D - Electricity Unit D,INV-0008,2185,0,2185,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit D - Rent Unit D,INV-0008,14000,0,14000,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit D - Water Unit D,INV-0008,806,0,806,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit E - Unit E Water,INV-0007,2046,0,2046,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit E - Unit E Dues,INV-0007,7334,0,7334,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit E - Electricity Unit E,INV-0007,14000,0,14000,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unit E - Dues Unit F,INV-0007,1000,0,1000,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unt F - Electricity Unit F,INV-0010,131.51,0,131.51,0.00%,Tax on Sales
200,Sales,1/1/2016,INV,Unt F - Water Unit F,INV-0010,186,0,186,0.00%,Tax on Sales
447,Garbage,5/1/2016,EC,jesus ordonez - Payment feb 2015,,-240,0,-240,0.00%,Tax Exempt
505,Income Tax Expense,5/1/2016,EC,jesus ordonez - Payment for Jan 20 2016,,-2040,0,-2040,0.00%,Tax Exempt
441,Legal expenses,5/1/2016,EC,jesus ordonez - Payment ,,-500,0,-500,0.00%,Tax Exempt
433,Health Insurance,5/1/2016,EC,jesus ordonez - Michael Health Insurance,,-2400,0,-2400,0.00%,Tax Exempt
930,Payment to Owners,5/1/2016,EC,jesus ordonez - Uncle Boy borrowed money and will pay chino,,-55000,0,-55000,0.00%,Tax Exempt
446,Water,8/1/2016,EC,jesus ordonez - Water payment,,-10218.12,0,-10218.12,0.00%,Tax Exempt
930,Payment to Owners,8/1/2016,EC,jesus ordonez - Payment to Chino,,-104170,0,-104170,0.00%,Tax Exempt
447,Garbage,21/1/2016,EC,jesus ordonez - Payment for Mar 2016,,-240,0,-240,0.00%,Tax Exempt
445,"Meralco, Light, Power, Heating",28/1/2016,EC,jesus ordonez - Payment electricity,,-24926.63,0,-24926.63,0.00%,Tax Exempt
473,"Materials, Repairs and Maintenance",28/1/2016,EC,jesus ordonez - Materials to fix table/chairs of penthouse,,-420,0,-420,0.00%,Tax Exempt
441,Legal expenses,30/1/2016,EC,jesus ordonez - Payment for business Permit,,-17619.27,0,-17619.27,0.00%,Tax on Purchases
477,Wages and Salaries,31/1/2016,EC,"jesus ordonez - Payment for Jan, Feb, Mar 2016",,-3000,0,-3000,0.00%,Tax Exempt
477,Wages and Salaries,31/1/2016,EC,jesus ordonez - Salary for Jan 2016,,-20500,0,-20500,0.00%,Tax Exempt
200,Sales,1/2/2016,INV,Unit B - Rent Unit B,INV-0012,14000,0,14000,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit B - Dues Unit B,INV-0018,1000,0,1000,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit B - Water Unit B,INV-0024,826,0,826,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit A - Water Unit A,INV-0023,767,0,767,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit C - Rent Unit C,INV-0015,13000,0,13000,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit C - Dues Unit C,INV-0019,1000,0,1000,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit C - Water Unit C,INV-0025,944,0,944,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit D - Water Unit D,INV-0026,826,0,826,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit A - Rent Unit A,INV-0011,13000,0,13000,0.00%,Tax on Purchases
200,Sales,1/2/2016,INV,Unit A - Dues Unit A,INV-0017,1000,0,1000,0.00%,Tax Exempt
200,Sales,1/2/2016,INV,Unit E - Rent Unit E,INV-0014,14000,0,14000,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit E - Dues Unit E,INV-0021,1000,0,1000,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit E - Water Unit E,INV-0027,649,0,649,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit A - Electricity Unit A,INV-0029,3014,0,3014,0.00%,Tax Exempt
200,Sales,1/2/2016,INV,Unit F - Electricity Unit F,INV-0034,253,0,253,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit E - Electricity Unit E,INV-0033,7722,0,7722,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit D - Electricity Unit D,INV-0032,2376,0,2376,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit C - Electricity Unit C,INV-0031,3190,0,3190,0.00%,Tax on Sales
200,Sales,1/2/2016,INV,Unit B - Electricity Unit B,INV-0030,4356,0,4356,0.00%,Tax on Sales
200,Sales,2/2/2016,INV,Unit F - 1month advance 2months deposit,INV-0035,45000,0,45000,0.00%,Tax on Sales
461,Printing & Stationery,2/2/2016,EC,Jasmin D - copy of contract,,-100,0,-100,0.00%,Tax Exempt
441,Legal expenses,2/2/2016,EC,Jasmin D - notary,,-300,0,-300,0.00%,Tax Exempt
476,Labor,3/2/2016,EC,Jasmin D - cleaning of water tank,,-600,0,-600,0.00%,Tax Exempt
473,"Materials, Repairs and Maintenance",3/2/2016,EC,Jasmin D - lavatory faucet,,-250,0,-250,0.00%,Tax Exempt
473,"Materials, Repairs and Maintenance",3/2/2016,EC,Jasmin D - fixing the parque of unit f,,-1490,0,-1490,0.00%,Tax Exempt
473,"Materials, Repairs and Maintenance",4/2/2016,EC,Jasmin D - fixing tiles in sala unit f,,-950,0,-950,0.00%,Tax Exempt
476,Labor,5/2/2016,EC,Jasmin D - labor,,-2700,0,-2700,0.00%,Tax Exempt
446,Water,6/2/2016,EC,Jasmin D - water,,-8082.01,0,-8082.01,0.00%,Tax Exempt
447,Garbage,8/2/2016,EC,Jasmin D - garbage for apr 2016,,-240,0,-240,0.00%,Tax Exempt
440,Taxes and Licenses,20/2/2016,EC,Jasmin D - Monthly Percentage Tax,,-2040,0,-2040,0.00%,Tax Exempt
493,"Tranportation allowance, Travel - National",21/2/2016,EC,Jasmin D - transpo,,-500,0,-500,0.00%,Tax Exempt
930,Payment to Owners,21/2/2016,EC,Jasmin D - cash in hand to chino,,-100000,0,-100000,0.00%,Tax Exempt
475,Food,21/2/2016,EC,Jasmin D - foods and SR,,-19508.92,0,-19508.92,0.00%,Tax Exempt
477,Wages and Salaries,21/2/2016,EC,Jasmin D - Sal,,-13000,0,-13000,0.00%,Tax Exempt
477,Wages and Salaries,21/2/2016,EC,Jasmin D - Sal.,,-7500,0,-7500,0.00%,Tax Exempt
473,"Materials, Repairs and Maintenance",21/2/2016,EC,Jasmin D - led for bldg,,-799,0,-799,0.00%,Tax Exempt
408,Cleaning,21/2/2016,EC,Jasmin D - insect sprayer,,-375,0,-375,0.00%,Tax Exempt
260,Other Revenue,22/2/2016,PAY,OffSet - Offset to balance to 14731.34,Offset to balance to 14731.45,237968.89,0,237968.89,0.00%,Tax on Sales
930,Payment to Owners,23/2/2016,EC,Jasmin D - Money to chino,,-4735,0,-4735,0.00%,Tax Exempt
476,Labor,29/2/2016,EC,jesus ordonez - Penthouse table/chair labor,,-1200,0,-1200,0.00%,Tax Exempt
445,"Meralco, Light, Power, Heating",29/2/2016,EC,Jasmin D - Electricity,,-23908.68,0,-23908.68,0.00%,Tax Exempt
200,Sales,1/3/2016,INV,Unit E - Dues Unit E,INV-0046,500,0,500,0.00%,Tax Exempt
200,Sales,1/3/2016,INV,Unit E - Rent Unit E,INV-0039,7000,0,7000,0.00%,Tax Exempt
200,Sales,1/3/2016,INV,Unit F - Dues Unit F,INV-0047,1000,0,1000,0.00%,Tax on Sales
200,Sales,1/3/2016,INV,Unt F - Rent Unit F,INV-0041,14000,0,14000,0.00%,Tax on Sales
200,Sales,1/3/2016,INV,Unit D - Dues Unit D,INV-0045,1000,0,1000,0.00%,Tax on Sales
200,Sales,1/3/2016,INV,Unit D - Rent Unit D,INV-0038,14000,0,14000,0.00%,Tax on Sales
200,Sales,1/3/2016,INV,Unit B - Dues Unit B,INV-0043,1000,0,1000,0.00%,Tax on Sales
200,Sales,1/3/2016,INV,Unit B - Rent Unit B,INV-0037,14000,0,14000,0.00%,Tax on Sales
200,Sales,1/3/2016,INV,Unit F - Water Unit F,INV-0053,364,0,364,0.00%,Tax on Sales
